Satis Elemani Kodu;Код Контрагента;Контрагент;Ziyaret Gunu
MX7001;120.70.100.0277;HOLBOEV SHAVKAT YATT;Sali
MX7001;120.70.100.0278;HUSINOVA ZILOLA YATT;Sali
MX7001;120.70.100.0279;NAZOKAT BEGIM MCHJ;Sali
MX7001;120.70.100.0280;JURAEV JASUR YATT;Carsamba
MX7001;120.70.100.0281;SALOHIDDINOV SIROJIDDIN YATT;Persembe
MX7001;120.70.100.0282;RAHMATOV ULMAS YATT;Carsamba
MX7001;120.70.100.0283;HUSAINOV DOSTON YATT;Carsamba
MX7001;120.70.100.0284;JAVOHIR NUR FAYZ 2022 OK;Sali
MX7001;120.70.100.0285;IBATOVA NIGORA;Sali
MX7001;120.70.100.0286;RAXMATULLAYEV SANJAR ANVAROVICH;Sali
MX7001;120.70.100.0287;ISMAILOV SUHROB YATT;Sali
MX7001;120.70.100.0288;ISLOMBEK OLIY NE'MATLAR OK;Sali
MX7001;120.70.100.0289;CH'LPON S K ;Persembe
MX7001;120.70.100.0290;NORQULOV BOTIR ERKIN O‘G‘LI YATT;Persembe
MX7001;120.70.100.0291;FORTUNA-REAL-TRADE MChJ;Persembe
MX7001;120.70.100.0292;BUVABOY XK;Cuma
MX7001;120.70.100.0293;MEYLIQULOVA ZULFIYA YATT;Cuma
MX7001;120.70.100.0294;ZIYADULLAYEV ANVAR;Cuma
MX7001;120.70.100.0295;XURSHID NAYIMOVICH KV OK;Carsamba
MX7001;120.70.100.0296;GEOLOG GAVHARI MCHJ;Carsamba
MX7001;120.70.100.0297;ERKIN OTA NABIRALARI ARSLONBEK X\K;Persembe
MX7001;120.70.100.0298;YATT ULASHOVA SITORA ;Persembe
MX7001;120.70.100.0299;KODIROV XONDAMIR SIROJIDDINOVICH;Persembe
MX7001;120.70.100.0300;SHAXZOD BAROKAT MARKET;Persembe
MX7001;120.70.100.0301;MURODOV SOBITJON SHUXRAT O'G'LI;Persembe
MX7001;120.70.100.0302;LADY MISS BAYRUZA MCHJ;Cuma
MX7001;120.70.100.0303;RUZIQULOV JAVLONBEK;Cuma
MX7001;120.70.100.0304;MIYLIYEV KAXRAMON SHARIPOVICH;Cuma
MX7001;120.70.100.0305;ISROILOV ASLIDDIN ANVAR O'G'LI;Sali
MX7001;120.70.100.0306;QASHQADARYO SAYKA MARKET X\K;Cuma
MX7001;120.70.100.0307;KULBULOVA IKROMA ;Cuma
MX7001;120.70.100.0308;YTT SHOYMARDONOVA BARCHINOY;Persembe
MX7001;120.70.100.0309;JAYHUN GROUP N1 MCHJ;Persembe
MX7001;120.70.100.0310;YTT PANJIYEV EZOZBEK;Persembe
MX7001;120.70.100.0311;ЧП MIR ANHOR;Pazartesi
MX7001;120.70.100.0312;BERDIEV HUSAN SALIMOVICH;Pazartesi
MX7001;120.70.100.0313;YTT KULIYEV DILSHOD SHERMAMATOVICH;Persembe
MX7001;120.70.100.0314;YTT O'TAGANOV RUSTAMBEK NURJONOVICH;Persembe
MX7001;120.70.100.0315;SUNCHOEN MCHJ;Carsamba
MX7001;120.70.100.0316;AXMEDOV SANJARBEK XOSHIMOVICH;Carsamba
MX7001;120.70.100.0317;YTT SAFROV SHOHRUXJON ABDUSAMAT O'GLI;Carsamba
MX7001;120.70.100.0318;SITORA JASMIN ASL SAVDO;Sali
MX7001;120.70.100.0002;SHOYQULOVA SHAHLO BEGMAMAT ;Persembe
MX7001;120.70.100.0004;UMAROV KAXRAMON ALIMOVICH;Cuma
MX7001;120.70.100.0005;AZIZA-MUSLIMA XK;Cuma
MX7001;120.70.100.0006;PAXTAZOR XK;Persembe
MX7001;120.70.100.0007;ASL- FAYZ BRAND XK;Cuma
MX7001;120.70.100.0008;SHOHRUX AZAMAT LOBAR OK;Cuma
MX7001;120.70.100.0009;ISOQOV MAMURJON SHOYDALI YATT;Cuma
MX7001;120.70.100.0010;KUDRATOV ISROIL NIGMATOVICH YATT;Cuma
MX7001;120.70.100.0011;ANNAYEV ERKIN XOLMAMATOVICH YATT;Cuma
MX7001;120.70.100.0012;BEKNAZAROV SHOXNUR BAXODIR O‘G‘LI YATT;Cuma
MX7001;120.70.100.0013;TUYCHIYEV JAMSHID TUYCHI O‘G‘LI YATT;Cuma
MX7001;120.70.100.0014;OTAQULOV ANVARJON UTKIROVICH YATT;Cuma
MX7001;120.70.100.0015;RAJABOVA XOLIDA NORMUMINOVNA YATT;Cuma
MX7001;120.70.100.0016;IBROHIM SALOXIDDINOFF MCHJ;Cuma
MX7001;120.70.100.0320;ASROROV DONIYOR BURXON O‘G‘LI YATT;Sali
MX7001;120.70.100.0017;BOTIR ALI BARAKA SAVDO KO'P TARMOQLI ISHLAB CHIQARISH KORXONASI XK;Sali
MX7001;120.70.100.0018;JALILOVA DILAFRUZ QOSIMOVNA YATT;Sali
MX7001;120.70.100.0019;USMONOV XUSNIDDIN UZAKOVICH YATT;Sali
MX7001;120.70.100.0020;SIFAT BARAKA TARXUN MCHJ;Sali
MX7001;120.70.100.0021;ODILOVA AZIZA ODILOVNA YTT;Sali
MX7001;120.70.100.0022;HAIMOVA GULSHODA SHERNAZAROVNA YATT;Sali
MX7001;120.70.100.0321;SAMIRA SAVDO SOF MARKET;Persembe
MX7001;120.70.100.0023;TURSUNOVA ADOLAT POYANOVNA YATT;Persembe
MX7001;120.70.100.0024;OSTANOV SHAHZOD OTABEK O‘G‘LI YATT;Cuma
MX7001;120.70.100.0025;NARZILLAYEV JAVOXIR SAG‘DIYEVICH YATT;Cuma
MX7001;120.70.100.0026;PARDAYEV URAL SUYUNOVICH YATT;Cuma
MX7001;120.70.100.0027;NASAF SHIRINLIKLARI XK;Cuma
MX7001;120.70.100.0028;SAJ ISHONCH IMKON XK;Cuma
MX7001;120.70.100.0029;SHODMONOV SHAMSIDDIN INATOVICH YATT;Cuma
MX7001;120.70.100.0031;ACHILOV SHERALI SADILLAYEVICH YATT;Persembe
MX7001;120.70.100.0322; TURDI RASULOVICH XK;Persembe
MX7001;120.70.100.0323; ZAYTUN SAVDO LUX XK;Persembe
MX7001;120.70.112.0001; BAZARCHA MCHJ;Cuma
MX7001;120.70.100.0032; BAXSHIYDA MCHJ;Pazartesi
MX7001;120.70.100.0033;POYONOV SHOXRUXJON YATT;Pazartesi
MX7001;120.70.100.0034;YATT RAIMOV AZAMAT ;Carsamba
MX7001;120.70.100.0035;YATT PIRMATOV BEKZOD ;Carsamba
MX7001;120.70.100.0036;YATT AVAZOVA MADINA ;Carsamba
MX7001;120.70.100.0037;YATT TANGRIYEVA GAVHAR ;Cuma
MX7001;120.70.100.0038;YATT SALIMOV SOBIR ;Persembe
MX7001;120.70.100.0039;MCHJ BEK ZOLOTOY MARKET;Persembe
MX7001;120.70.100.0040;YATT URMONOVA OZODA ERGASHALIYEVNA;Persembe
MX7001;120.70.100.0041;X CAR CENTER XK;Persembe
MX7001;120.70.100.0042;ALISHEROVA EZOZA OK;Carsamba
MX7001;120.70.100.0044;YATT IKROMOV FARXOD ;Carsamba
MX7001;120.70.100.0045;YATT TEMIROV AXROR ;Carsamba
MX7001;120.70.100.0046;YATT SAMADOV GANISHER ;Carsamba
MX7001;120.70.100.0047;YATT ZIYATOV SHAHZOD ;Carsamba
MX7001;120.70.100.0048;SHAYMURATOVA MUXABBAT XK;Carsamba
MX7001;120.70.100.0049;JURAEVA GOVHAR;Sali
MX7001;120.70.100.0050;SHODMONOVA NILUFAR;Pazartesi
MX7001;120.70.100.0051;NURMATOV SARDOR;Persembe
MX7001;120.70.100.0052;ISMATOV IHTYOR;Carsamba
MX7001;120.70.100.0053;ESHNAZAROV JAMSHID;Carsamba
MX7001;120.70.100.0054;UMAROVA MANZURA;Carsamba
MX7001;120.70.100.0055;ERGASHEV SHAHBOZ;Carsamba
MX7001;120.70.100.0056;ORZIGUL OSTONOVA ;Carsamba
MX7001;120.70.100.0057;RAHMATOV ZAFAR;Cuma
MX7001;120.70.100.0058;YUSUPOV MAHMUD;Cuma
MX7001;120.70.100.0059;KURBONOV DOSTON;Cuma
MX7001;120.70.100.0060;VAHT SARI MCHJ;Cuma
MX7001;120.70.100.0061;BOYNAZAROV SHOHNUR;Cuma
MX7001;120.70.100.0062;TURAYEVA BARNO YATT;Carsamba
MX7001;120.70.100.0324;A-APTEKA MALXAM-FAYZ-DILXUSH X/K;Persembe
MX7001;120.70.100.0325;H-HORECA ABDULOH FARDIL O,K;Cuma
MX7001;120.70.100.0063;BEXZODXON TRUST TRADE XK;Carsamba
MX7001;120.70.100.0064;UMID HASANOV GOLD OK;Carsamba
MX7001;120.70.100.0065;LEGION EXPO INVEST TRADE MCHJ;Sali
MX7001;120.70.100.0066;USMANOV ASLIDDIN;Carsamba
MX7001;120.70.100.0067;RAXIMOVA ORZIGUL;Carsamba
MX7001;120.70.100.0068;SIROJIDDINOV RAXMATULLO SHASIDDINOVICH;Carsamba
MX7001;120.70.100.0069;YATT TASHEV FARXOD PULATOVICH;Pazartesi
MX7001;120.70.100.0070;OMAD-SAVDO MASKANI XK;Cuma
MX7001;120.70.100.0071; BUSINESS NEW APPORT MCHJ;Cuma
MX7001;120.70.100.0072;XAMRAYEV MARKET OK;Pazartesi
MX7001;120.70.112.0002;SHAMS HOLDING PLAST MCHJ;Pazartesi
MX7001;120.70.100.0074;ZAYNAB SUPERMARKET MCHJ;Persembe
MX7001;120.70.100.0075;KARSHI ZOLOTOY GOROX MCHJ;Persembe
MX7001;120.70.100.0077;SMART LOGIST MCHJ;Sali
MX7001;120.70.100.0080;ISTANBUL 24 OPEN MCHJ;Carsamba
MX7001;120.70.100.0003;MARZIYA SHANEL PARFUM MCHJ;Pazartesi
MX7001;120.70.100.0003;MARZIYA SHANEL PARFUM MCHJ;Cuma
MX7001;120.70.100.0073;YUKSAK SIFAT SARMOYA MCHJ;Sali
MX7001;120.70.100.0073;YUKSAK SIFAT SARMOYA MCHJ;Persembe
MX7001;120.70.100.0235;OOO KARSHI PARFUM;Pazartesi
MX7001;120.70.100.0236;ASL YUKSALISH SAVDO MCHJ;Pazartesi
MX7001;120.70.100.0266;DAVRONBOBO-M XK;Sali
MX7001;120.70.100.0268;NASAF UNIVERSAL ELEKTIRONIKS O\K;Pazartesi
MX7001;120.70.100.0319;DURDONA AND ELNUR XK;Pazartesi
MX7001;120.70.100.0326;ABUBAKR DILLER PRODUCT MCHJ;Pazartesi
MX7001;120.70.100.0327;YATT MUSTAFAEVA MAXFUZA;Pazartesi
MX7001;120.70.100.0076;LITLLE GLAMUR QARSHI MCHJ;Pazartesi
MX7001;120.70.100.0078;JAYXUN ISTIQBOLI;Pazartesi
MX7001;120.70.100.0079;KADIROV DILSHOD TUXTAYEVICH YATT;Pazartesi
MX7001;120.70.100.0235;OOO KARSHI PARFUM;Sali
MX7001;120.70.100.0236;ASL YUKSALISH SAVDO MCHJ;Carsamba
MX7001;120.70.100.0266;DAVRONBOBO-M XK;Carsamba
MX7001;120.70.100.0268;NASAF UNIVERSAL ELEKTIRONIKS O\K;Carsamba
MX7001;120.70.100.0319;DURDONA AND ELNUR XK;Carsamba
MX7001;120.70.100.0326;ABUBAKR DILLER PRODUCT MCHJ;Carsamba
MX7001;120.70.100.0327;YATT MUSTAFAEVA MAXFUZA;Carsamba
MX7001;120.70.100.0076;LITLLE GLAMUR QARSHI MCHJ;Carsamba
MX7001;120.70.100.0078;JAYXUN ISTIQBOLI;Carsamba
MX7001;120.70.100.0079;KADIROV DILSHOD TUXTAYEVICH YATT;Carsamba
MX7001;120.70.100.0235;OOO KARSHI PARFUM;Cuma
MX7001;120.70.100.0236;ASL YUKSALISH SAVDO MCHJ;Cuma
MX7001;120.70.100.0266;DAVRONBOBO-M XK;Cuma
MX7001;120.70.100.0268;NASAF UNIVERSAL ELEKTIRONIKS O\K;Cuma
MX7001;120.70.100.0319;DURDONA AND ELNUR XK;Cuma
MX7001;120.70.100.0326;ABUBAKR DILLER PRODUCT MCHJ;Cuma
MX7001;120.70.100.0327;YATT MUSTAFAEVA MAXFUZA;Cuma
MX7001;120.70.100.0076;LITLLE GLAMUR QARSHI MCHJ;Cuma
MX7001;120.70.100.0078;JAYXUN ISTIQBOLI;Cuma
MX7001;120.70.100.0079;KADIROV DILSHOD TUXTAYEVICH YATT;Cuma
MX7001;120.70.100.0302;LADY MISS BAYRUZA MCHJ;Carsamba
MX7001;120.70.100.0302;LADY MISS BAYRUZA MCHJ;Pazartesi
MX7001;120.70.100.0003;MARZIYA SHANEL PARFUM MCHJ;Carsamba
MX7001;120.70.100.0215;MEGA LIDER QARSHI MCHJ;Cuma
MX7001;120.70.100.0215;MEGA LIDER QARSHI MCHJ;Pazartesi
MX7001;120.70.100.0219; FAYZ BARAKA MAISHIY TEXNIKA MChJ;Carsamba
MX7001;120.70.100.0219; FAYZ BARAKA MAISHIY TEXNIKA MChJ;Cuma
MX7001;120.70.100.0267;OILA SHIRIN HAYOT MCHJ;Pazartesi
MX7001;120.70.100.0267;OILA SHIRIN HAYOT MCHJ;Cuma
MX7001;120.70.100.0007;ASL- FAYZ BRAND XK;Carsamba
MX7001;120.70.100.0007;ASL- FAYZ BRAND XK;Pazartesi
MX7001;120.70.100.0080;ISTANBUL 24 OPEN MCHJ;Pazartesi
MX7001;120.70.100.0080;ISTANBUL 24 OPEN MCHJ;Cuma
MX7001;120.70.100.0082;TOMARIS ASL MARKET MCHJ;Carsamba
MX7001;120.70.100.0082;TOMARIS ASL MARKET MCHJ;Cuma
MX7001;120.70.100.0083;KARXANOV ULUGBEK AKROMOVICH YATT;Sali
MX7001;120.70.100.0083;KARXANOV ULUGBEK AKROMOVICH YATT;Cuma
MX7001;120.70.100.0124;MUXRIDDIN MIRZAEVICH O/K;Pazartesi
MX7001;120.70.100.0124;MUXRIDDIN MIRZAEVICH O/K;Carsamba
MX7001;120.70.100.0008;SHOHRUX AZAMAT LOBAR OK;Cuma
MX7001;120.70.100.0753;PRIME FOOD TRADE KARSHI MCHJ;Pazartesi
MX7001;120.70.100.0753;PRIME FOOD TRADE KARSHI MCHJ;Carsamba
MX7001;120.70.100.0753;PRIME FOOD TRADE KARSHI MCHJ;Cuma
MX7001;120.70.100.0137;DONNI BIZNESS GROUP MCHJ;Pazartesi
MX7001;120.70.100.0137;DONNI BIZNESS GROUP MCHJ;Carsamba
MX7001;120.70.100.0137;DONNI BIZNESS GROUP MCHJ;Cuma
MX7001;120.70.100.0745;FOOD DISTRIBUTION MARKET MCHJ;Pazartesi
MX7001;120.70.100.0745;FOOD DISTRIBUTION MARKET MCHJ;Carsamba
MX7001;120.70.100.0745;FOOD DISTRIBUTION MARKET MCHJ;Cuma
MX7001;120.70.102.0069;JUMAYEV RAVSHAN GAYRATOVICH YATT;Sali
MX7001;120.70.102.0069;JUMAYEV RAVSHAN GAYRATOVICH YATT;Persembe
MX7002;120.70.100.0342;KARIMOV ZAYDULLA YATT;Sali
MX7002;120.70.100.0085;DUBAI PARFUM OK;Pazartesi
MX7002;120.70.100.0330;AHMEDOV ADIL YATT;Pazartesi
MX7002;120.70.100.0331;UMIROVA KUNDUZ ELMURATOVNA YATT;Pazartesi
MX7002;120.70.100.0332;RUZIEV SHAHRIDDIN YATT;Carsamba
MX7002;120.70.100.0334;ABDURASULOV LAZIZ YATT;Pazartesi
MX7002;120.70.100.0335;BARAKA SAXOVAT ELYOR MCHJ;Pazartesi
MX7002;120.70.100.0336;MANNONOV ISLOM YATT;Pazartesi
MX7002;120.70.100.0337;PULATOVA BUOLMAXON YATT;Pazartesi
MX7002;120.70.100.0338;BOZOROV ASROR YATT;Pazartesi
MX7002;120.70.100.0339;HUMO SAVDO SERVIS XK;Pazartesi
MX7002;120.70.100.0340;MAXMUDXON XAMKOR MADINABONU XK;Pazartesi
MX7002;120.70.100.0341;USMONOVA XUSNIYA YATT;Cuma
MX7002;120.70.100.0342;KARIMOV ZAYDULLA YATT;Cuma
MX7002;120.70.100.0345;BERDIEVA NARGIZA YATT;Cuma
MX7002;120.70.100.0085;DUBAI PARFUM OK;Cuma
MX7002;120.70.100.0352;MARUFOVA NAFISA ABDURAXIM QIZI;Sali
MX7002;120.70.100.0354;KENJAEV BOBIR YATT;Sali
MX7002;120.70.100.0355;RUZIYEVA MUNISA QAHRAMON QIZI;Sali
MX7002;120.70.100.0356;SAYFIEVA DILRABO YATT;Sali
MX7002;120.70.100.0357;QODIROVA GULCHEXRA YATT;Sali
MX7002;120.70.100.0358;BOYNAZAROVA SHAXNOZA YATT;Sali
MX7002;120.70.100.0359;XUSHVAQTOV ALMARDON YATT;Sali
MX7002;120.70.100.0360;IBRAGIMOVA SHOIRA YATT;Sali
MX7002;120.70.100.0361;XAYDAROV SHAMSIDDIN YATT;Sali
MX7002;120.70.100.0362;TUXTAEV BAXTIYOR YATT;Sali
MX7002;120.70.100.0363;ASIL DIYOR PARFUM MCHJ;Sali
MX7002;120.70.100.0364;BOYMUROTOV BUNIYOD BOYMUROT O`G`LI;Sali
MX7002;120.70.100.0365;RAXMATULLAEV ISROIL YATT;Sali
MX7002;120.70.100.0366;SULTONOV ALISHER YATT;Sali
MX7002;120.70.100.0367;SHEROVA DILSHODA JORAEVNA;Pazartesi
MX7002;120.70.100.0368;TURAEVA NILUFAR YATT;Sali
MX7002;120.70.100.0369;MAXMADALIEV ILXOM YATT;Sali
MX7002;120.70.100.0382;QUYLIYEV DOSTON RUSTAMALI OGLI;Pazartesi
MX7002;120.70.100.0493;JAXONGIR RAXMAYOV-RJX MCHJ;Carsamba
MX7002;120.70.100.0494;NARZULLAEV NURIDDIN YATT;Pazartesi
MX7002;120.70.101.0001;EKO-UNIVERSAL BUSINNES XK;Pazartesi
MX7002;120.70.100.0403;SULTONOV BOBUR MCHJ;Pazartesi
MX7002;120.70.106.0001;IZOZAT MANTAJ YATT;Pazartesi
MX7002;120.70.106.0002; SATTOROV USMON YATT;Pazartesi
MX7002;120.70.106.0003;HUSAINOVA OYGUL YATT;Pazartesi
MX7002;120.70.106.0004;AMONOVA MOIRA YATT;Pazartesi
MX7002;120.70.106.0005;ESONOVA FERUZA YATT;Pazartesi
MX7002;120.70.106.0006;UMIDOVA MUHABAT YATT;Pazartesi
MX7002;120.70.106.0007;KOMRONBEK - SUNNATBEK OK;Pazartesi
MX7002;120.70.104.0001;ASL EL MARJONASI MCHJ;Pazartesi
MX7002;120.70.104.0002;ISLOM OBOD TURGUN XK;Pazartesi
MX7002;120.70.106.0008;OYBEK MASTER X\K;Pazartesi
MX7002;120.70.106.0009;AKOBIR SAVDO OMAD YATT;Pazartesi
MX7002;120.70.106.0010;DILSHODBEK-BOTIRBEK-BARAKAT XK;Pazartesi
MX7002;120.70.106.0011; MUSTAFO-NODIRBEK-INVEST MChJ;Pazartesi
MX7002;120.70.104.0003;VATAN X/K;Pazartesi
MX7002;120.70.106.0012;SIROJ-SHOHIJAHON-FAYZ X/K;Pazartesi
MX7002;120.70.100.0404;TOYCHIEV SHOHRUH YATT;Pazartesi
MX7002;120.70.107.0002;TOSHPULATOV MURODILA YATT;Pazartesi
MX7002;120.70.107.0003;NEMAT JABBOROV X/K;Pazartesi
MX7002;120.70.107.0004; EVRO INVEST AZIYA XK;Pazartesi
MX7002;120.70.107.0005;NURALIEV JAVOXIR XK;Pazartesi
MX7002;120.70.107.0006;CHERSHANBIEV AZIZBEK X\K;Pazartesi
MX7002;120.70.101.0002; BEKNUR-ALFA  ;Pazartesi
MX7002;120.70.106.0013;ESHONKULOVA ZILOLA YATT;Pazartesi
MX7002;120.70.106.0014;MUSAFFO MARKET MUBORAK;Pazartesi
MX7002;120.70.100.0405;MIRZAEVA NIGORA YATT;Pazartesi
MX7002;120.70.100.0407;BOZOROV IKROM BAXTIYOROVICH;Sali
MX7002;120.70.100.0408;YANGIEV MUZAFFAR XOLBOYEVICH;Cuma
MX7002;120.70.100.0411;BOZOROV OYBEK YATT;Carsamba
MX7002;120.70.100.0412;VASIEVA FERUZA YATT;Carsamba
MX7002;120.70.100.0414;MEYLIEVA DILDORA YATT;Carsamba
MX7002;120.70.100.0415;SANAEVA MAVLYUDA YATT;Persembe
MX7002;120.70.100.0416;SOHIBOV SHERZOD YATT;Persembe
MX7002;120.70.100.0417;SODIQOV FARRUH YATT;Persembe
MX7002;120.70.100.0418;NUSRATTOV FARRUH YATT;Persembe
MX7002;120.70.100.0086;RUZIQULOV VOHID YATT;Persembe
MX7002;120.70.100.0419;TUKSANOV GAYRAT YATT;Persembe
MX7002;120.70.100.0420;UMAROV SAFAR YATT;Persembe
MX7002;120.70.100.0421;NABIEV ALISHER YATT;Persembe
MX7002;120.70.100.0423;SAYFIEV JASUR YATT;Persembe
MX7002;120.70.100.0424;BURONOV LAZIZ YATT;Persembe
MX7002;120.70.100.0425;RUZIEV ABDUMALIK YATT;Persembe
MX7002;120.70.100.0426;ЯТТ ЖОМУРАДОВ БАЙРАМАЛИ;Persembe
MX7002;120.70.100.0427;BUZRUKOV BEKZOD YATT;Persembe
MX7002;120.70.100.0428;ULUG`OV FERUZ YATT;Persembe
MX7002;120.70.100.0429;UMAROV UYG`UN YATT;Persembe
MX7002;120.70.100.0430;BO`RONOV SAMARBEK YATT;Persembe
MX7002;120.70.100.0431;SHAVQIYEV SARVAR YATT;Persembe
MX7002;120.70.100.0432;SABDULLAYEVA RANO YATT;Persembe
MX7002;120.70.100.0433;ISLOM MUHAMMAD ALI YATT;Persembe
MX7002;120.70.100.0434;SHAVQIYEVA KIBRIYO YATT;Persembe
MX7002;120.70.100.0435;RAUPOV ILYOS YATT;Cuma
MX7002;120.70.100.0436;DJUMAYEV BAHTIYOR YATT;Persembe
MX7002;120.70.100.0437;MANNONOV JORABEK YATT;Persembe
MX7002;120.70.100.0438;NAZAROV ELDOR YATT;Sali
MX7002;120.70.100.0439;ESHMATOV IKROM YATT;Sali
MX7002;120.70.107.0007;LOLA QIZI DILDORA XK;Pazartesi
MX7002;120.70.101.0003;NARKULOV NURIDDIN;Pazartesi
MX7002;120.70.107.0008;MURODOV ULUG'BEK ZAYNIDDINOVICH XK;Pazartesi
MX7002;120.70.104.0004;XUDOYBERDIEV DOSTONJON RAXMATILLO;Pazartesi
MX7002;120.70.100.0440;HAYITOV HASAN YATT;Pazartesi
MX7002;120.70.100.0441;AMIRBEK ASADBEK BARAKA SAVDO OOO;Cuma
MX7002;120.70.100.0442;ABDULLAYEV DOSTON;Cuma
MX7002;120.70.100.0443;RUZIYEVA GULNOZA SHAMSIDDINOVA;Cuma
MX7002;120.70.100.0444;RAUPOV ILYOS;Cuma
MX7002;120.70.100.0445;SHUKURJON ZAIROV SHODIYEVICH;Cuma
MX7002;120.70.100.0446;J`ORAYEV R`OZIMUROT BOYMUROTOVICH;Sali
MX7002;120.70.100.0465;USMONOV ABBOS;Pazartesi
MX7002;120.70.100.0466;ASADULLAYEV ISLOM;Pazartesi
MX7002;120.70.100.0467;BOYNAZAROVA SHAXNOZA YATT;Sali
MX7002;120.70.100.0468;DAVRONOV SHERMAMAT RAVSHANOVICH;Pazartesi
MX7002;120.70.100.0469;FARAVON MUSTAQIL HAYOT SARI YUL;Pazartesi
MX7002;120.70.100.0095;DUR-ALI-VEK-RENO XK;Pazartesi
MX7002;120.70.100.0096;MUXTOR OTA XAMROYEV MCHJ;Pazartesi
MX7002;120.70.100.0097;BIBIXONIM MUMTOZBEGIM BARAKA OK;Pazartesi
MX7002;120.70.100.0471;CHEXRA ULGURJI CHAKANA SAVDO;Cuma
MX7002;120.70.100.0472;SIROJIDINOV RAXMATULLO SH;Cuma
MX7002;120.70.100.0473;SWET SHOP-2022;Cuma
MX7002;120.70.100.0474;ESHMURODOV DILSHOD YATT;Cuma
MX7002;120.70.107.0010;ARTUR FARM SAVDO MCHJ;Pazartesi
MX7002;120.70.107.0011;MAMANAZAROV OTABEK IRGASHOVICH YATT;Pazartesi
MX7002;120.70.100.0101;TO‘RAYEVA MALIKA ERKIN QIZI YATT;Cuma
MX7002;120.70.100.0102;SUNATOV ASQAR XAYDAROVICH YATT;Cuma
MX7002;120.70.100.0103;GAIBOV ABROR AXROROVICH YATT;Cuma
MX7002;120.70.100.0104;XAMROYEVA NODIRA BAHROMJONOVNA YATT;Cuma
MX7002;120.70.100.0105;YERMATOVA FARIDA ABDIGAPUROVNA YATT;Sali
MX7002;120.70.100.0475;CHO‘LIYEVA DILDORA G‘ANI QIZI YATT;Sali
MX7002;120.70.100.0106;BAXRANOVA IRODA RUSTAMOVNA YATT;Sali
MX7002;120.70.100.0107;BEKNAZAROV NURIDDIN XUDOYNAZAROVICH YATT;Sali
MX7002;120.70.100.0108;MUSAYEV ADHAM YATT ;Sali
MX7002;120.70.100.0109;DILMURODOV SUXROB IRKIN O‘G‘LI YATT;Sali
MX7002;120.70.100.0110;TURAYEVA YULDUZOY SAMAT QIZI YATT;Sali
MX7002;120.70.100.0111;TUXTAYEVA AZIZA ISLAMOVNA YATT;Sali
MX7002;120.70.107.0012;KARAYEVA AZIZA KOMILJON QIZI YATT;Pazartesi
MX7002;120.70.100.0476;SVIYAGA SERVIS KOMPANIYASI MCHJ;Pazartesi
MX7002;120.70.100.0477;BEKZOD OZOD HAMKOR SAVDO MCHJ;Persembe
MX7002;120.70.100.0480; SEPTOLETE TOTAL FARM XK;Pazartesi
MX7002;120.70.104.0005;BAHROM-BAKNAZAR MCHJ;Pazartesi
MX7002;120.70.103.0049;NABIEVA MUXIBA YATT;Pazartesi
MX7002;120.70.103.0050;SAMADOV DOSTON YATT;Pazartesi
MX7002;120.70.103.0051;SAMADOVA LOBAR YATT;Pazartesi
MX7002;120.70.100.0481;JAMILA ONA ORZUSI MCHJ;Pazartesi
MX7002;120.70.107.0013;ABDUXALIMOV SAYIDAZIMXON YATT;Pazartesi
MX7002;120.70.107.0014;GULOMOV SHOXZOD YATT;Pazartesi
MX7002;120.70.107.0015;NISHON 777 XK;Pazartesi
MX7002;120.70.100.0115;OOO QASHQADARYO ASL BARAKA NONLARI;Pazartesi
MX7002;120.70.100.0116;XAMRAYEV KOMILJON AXMEDOVICH ;Pazartesi
MX7002;120.70.100.0117;OOO MUBORAK DON RIZQ BARAKA ;Pazartesi
MX7002;120.70.100.0118;HADIJA BIZNES GROUP MCHJ;Pazartesi
MX7002;120.70.100.0119;KUCHAROV ABBOS RAXMONKUL UGLI;Pazartesi
MX7002;120.70.100.0120;IKROM QIZI GUZAL XK;Pazartesi
MX7002;120.70.106.0015;AFROSIYOB -CARAVAN MCHJ;Pazartesi
MX7002;120.70.100.0482;YATT SUNATOV ASROR;Pazartesi
MX7002;120.70.100.0483;YATT MURODOV JAHONGIIR;Pazartesi
MX7002;120.70.100.0484;IBRAT KAFOLAT BARAKA SAVDO MCHJ;Pazartesi
MX7002;120.70.100.0485;XAMIDOVA GULCHEXRA YATT;Pazartesi
MX7002;120.70.100.0486;DJURAYEV JASUR YATT;Pazartesi
MX7002;120.70.100.0121;YATT NAZAROV ASAD GELDIYEVICH;Carsamba
MX7002;120.70.100.0135;NARZULLAYEV FAMILY OK;Pazartesi
MX7002;120.70.100.0128;RAUP OTA FAIR TRADE MCHJ;Sali
MX7002;120.70.100.0490;GULNORA AND DIYORA MCHJ;Pazartesi
MX7002;120.70.100.0492;MEHROJ MEHRIDDIN SOLIHA OK;Pazartesi
MX7002;120.70.106.0016;MIRONSHOH URBAN TRADE MCHJ;Pazartesi
MX7002;120.70.100.0129;ERGASHEV ASILBEK BAXROM OGLI YATT;Cuma
MX7002;120.70.100.0328;PARFUM GLAMOUR X\K;Sali
MX7002;120.70.100.0329;ACHILOVA OZODA YATT;Sali
MX7002;120.70.100.0328;PARFUM GLAMOUR X\K;Cuma
MX7002;120.70.100.0329;ACHILOVA OZODA YATT;Cuma
MX7002;120.70.100.0390;RUZIYEVA RANO ELMURODOVNA;Sali
